Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,Кратк,icon_url
Новосибирская область,Сузунский район,Село,Верх-Сузун,"Новосибирская область, Сузунский район, с. Верх-Сузун, ул. Мира, 10","53.68055555555555","82.29222222222222",ФАП,./0.png
Новосибирская область,Сузунский район,Деревня,Холодное,"Новосибирская область, Сузунский район, д. Холодное, ул. Центральная, 24 а","54.11666666666667","82.58583333333333",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Марай,"Новосибирская область, Тогучинский район, п. Марай, ул. Центральная, 34/2","54.98638888888889","84.28722222222223",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Гутово,"Новосибирская область, Тогучинский район, с. Гутово, ул. Центральная, 9/1","55.275277777777774","84.29972222222221",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Брусянка,"Новосибирская область, Тогучинский район, п. Брусянка, ул. Центральная, 14","55.205000000000005","84.19388888888889",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Голомыскино,"Новосибирская область, Тогучинский район, с. Голомыскино, ул. Заречная, 19","55.03111111111111","84.64194444444445",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Борцово,"Новосибирская область, Тогучинский район, с. Борцово, ул. Центральная, 79","55.14944444444444","84.09638888888888",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Владимировка,"Новосибирская область, Тогучинский район, с. Владимировка, ул. Центральная, 41","54.962500000000006","83.99666666666667",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Репьево,"Новосибирская область, Тогучинский район, с. Репьево, ул. Центральная, 5","55.06388888888888","83.46611111111112",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Низовка,"Новосибирская область, Тогучинский район, п. Низовка, ул. Зеленая, 4","55.09166666666667","84.70555555555556",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Степногутово,"Новосибирская область, Тогучинский район, с. Степногутово, ул. Школьная, 6","54.84666666666667","84.96916666666667",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Никольский,"Новосибирская область, Тогучинский район, п. Никольский, ул. Озерная, 18","55.103611111111114","83.99388888888889",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Шмаково,"Новосибирская область, Тогучинский район, д. Шмаково, ул. Центральная, 16","55.03055555555555","83.41055555555556",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Ковалевка,"Новосибирская область, Тогучинский район, п. Ковалевка, ул. Центральная, 25","55.29361111111111","84.22888888888889",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Гаревка,"Новосибирская область, Тогучинский район, д. Гаревка, ул. Центральная, 32","55.119166666666665","84.54222222222222",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Златоуст,"Новосибирская область, Тогучинский район, с. Златоуст, ул. Весенняя, 4","55.25861111111111","84.14277777777778",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Шубкино,"Новосибирская область, Тогучинский район, с. Шубкино, ул. Центральная, 25","55.07527777777778","84.2375",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Чемское,"Новосибирская область, Тогучинский район, с. Чемское, ул. Мостовская, 21","54.85111111111111","83.95166666666667",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Кадниха,"Новосибирская область, Тогучинский район, п. Кадниха, ул. Центральная, 18/1","55.025555555555556","84.24111111111111",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Дергоусово,"Новосибирская область, Тогучинский район, с. Дергоусово, ул. Центральная, 6","54.8725","84.18277777777779",ФАП,./0.png
Новосибирская область,Тогучинский район,Поселок,Мирный,"Новосибирская область, Тогучинский район, п. Мирный, ул. Школьная, 8/2","54.725833333333334","84.74638888888889",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Верх-Ачино,"Новосибирская область, Тогучинский район, д. Верх-Ачино, ул. Центральная, 19","55.44444444444444","84.62249999999999",ФАП,./0.png
